ion_type,canonical_smiles,source_properties,source_split_roles,source_files
cation,N#CCC[NH+]1C=CN=C1,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv;val_2_group_vis.csv;val_4_group_vis.csv;val_5_group_vis.csv
cation,N#CCCn1cc[n+](CCO)c1,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv;val_4_group_vis.csv
cation,N#CCCn1cc[n+](Cc2ccccc2)c1,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_3_group_vis.csv;val_4_group_vis.csv
cation,N#CC[n+]1ccccc1,tox,training;validation,train_1_group_tox.csv;train_2_group_tox.csv;train_3_group_tox.csv;train_5_group_tox.csv;val_4_group_tox.csv
cation,NCCN1C=CCC=C1,tox,training;validation,train_1_group_tox.csv;train_2_group_tox.csv;train_4_group_tox.csv;train_5_group_tox.csv;val_3_group_tox.csv
cation,NCCO,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_5_group_vis.csv;val_4_group_vis.csv
cation,O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,tox,test,test_group_tox.csv
cation,O=S(=O)(O)CCC[n+]1ccccc1,tox,training;validation,train_1_group_tox.csv;train_2_group_tox.csv;train_3_group_tox.csv;train_5_group_tox.csv;val_4_group_tox.csv
cation,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_5_group_vis.csv;val_4_group_vis.csv
cation,OCCCCCC[NH+]1C=CN=C1,vis,training;validation,train_1_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_2_group_vis.csv
cation,OCCC[n+]1ccccc1,tox;vis,training;validation,train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_tox.csv;train_3_group_vis.csv;train_4_group_tox.csv;train_4_group_vis.csv;train_5_group_tox.csv;train_5_group_vis.csv;val_1_group_tox.csv;val_1_group_vis.csv
cation,OCC[NH+](CCO)CCO,tox,training;validation,train_1_group_tox.csv;train_2_group_tox.csv;train_3_group_tox.csv;train_4_group_tox.csv;train_5_group_tox.csv;val_2_group_tox.csv;val_3_group_tox.csv
cation,OCC[NH2+]CCO,tox;vis,training;validation,train_1_group_tox.csv;train_1_group_vis.csv;train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_tox.csv;train_3_group_vis.csv;train_4_group_tox.csv;train_5_group_tox.csv;train_5_group_vis.csv;val_1_group_tox.csv;val_2_group_tox.csv;val_3_group_tox.csv;val_4_group_vis.csv
cation,OCC[NH2+]c1ccccc1,vis,training;validation,train_1_group_vis.csv;train_2_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_1_group_vis.csv;val_3_group_vis.csv;val_4_group_vis.csv
cation,OCC[n+]1ccccc1,co2;tox;vis,training;validation,train_1_group_tox.csv;train_1_group_vis.csv;train_2_group_co2.csv;train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_co2.csv;train_3_group_tox.csv;train_3_group_vis.csv;train_4_group_co2.csv;train_4_group_tox.csv;train_4_group_vis.csv;train_5_group_co2.csv;train_5_group_tox.csv;train_5_group_vis.csv;val_1_group_co2.csv;val_2_group_vis.csv;val_4_group_tox.csv;val_5_group_tox.csv;val_5_group_vis.csv
cation,[Li+],vis,test,test_group_vis.csv
cation,[NH3+]CCCO,tox,training;validation,train_1_group_tox.csv;train_2_group_tox.csv;train_3_group_tox.csv;train_4_group_tox.csv;train_5_group_tox.csv;val_2_group_tox.csv;val_3_group_tox.csv
cation,[NH3+]CCO,co2;tox;vis,training;validation,train_1_group_co2.csv;train_1_group_tox.csv;train_1_group_vis.csv;train_2_group_co2.csv;train_2_group_tox.csv;train_2_group_vis.csv;train_3_group_co2.csv;train_3_group_tox.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_co2.csv;train_5_group_tox.csv;train_5_group_vis.csv;val_1_group_vis.csv;val_2_group_vis.csv;val_4_group_co2.csv;val_4_group_tox.csv;val_4_group_vis.csv
cation,[NH3+]CNCCO,vis,training;validation,train_1_group_vis.csv;train_3_group_vis.csv;train_4_group_vis.csv;train_5_group_vis.csv;val_2_group_vis.csv
cation,c1ccc(C[n+]2ccccc2)cc1,co2,training;validation,train_2_group_co2.csv;train_3_group_co2.csv;train_4_group_co2.csv;train_5_group_co2.csv;val_1_group_co2.csv
